DOI,Article name,Formula,Cat. compound,Support,"Cat./Support ratio, % (at)",Morphology (TEM/SEM),"Pore size, nm",width min (nm),width aver (nm),width max (nm),length min (nm),length aver (nm),length max (nm),"Cu, % (at.)","Cu+, % (at.)","Cu(2+), % (at.)",Base,electrolyte,"conc, M",pH,RHE vs V,Product,"FE, %","Time, h",Type of reactor,Av_ar_exactmw,Av_ar_lipinskiHBA,Av_ar_lipinskiHBD,Av_ar_NumHBA,Av_ar_NumHeavyAtoms,Av_harm_labuteASA,Av_harm_CrippenClogP,Av_harm_kappa1,Av_harm_kappa3,Av_harm_Energy of +1 ion,Av_harm_Metal_radius
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,C2H4,31.46,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,CO,3.05,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,HCOOH,5.46,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,CH3OH,0.8,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,C2H5OH,14.93,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,CH3COOH,0.64,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,C3H7OH,3.21,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,H2,26.97,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.04,CH4,1.77,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.04,C2H4,26.81,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.04,CO,3.53,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.04,HCOOH,2.89,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.04,CH3OH,1.12,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.04,C2H5OH,13.16,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.04,CH3COOH,0.96,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.04,C3H7OH,11.24,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.04,H2,26.65,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,C2H4,24.56,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,CO,7.7,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,HCOOH,6.26,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,CH3OH,2.41,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,C2H5OH,15.25,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,CH3COOH,1.77,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,C3H7OH,4.65,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-1.0,H2,31.78,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,C2H4,17.5,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,CO,5.46,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,HCOOH,10.11,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,CH3OH,1.28,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,C2H5OH,10.75,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,CH3COOH,0.96,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,C3H7OH,11.24,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.96,H2,30.82,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,C2H4,12.84,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,CO,7.06,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,HCOOH,14.45,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,C2H5OH,7.54,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,CH3COOH,0.96,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,C3H7OH,15.25,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.93,H2,33.71,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,C2H4,11.08,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,CO,8.03,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,HCOOH,11.56,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,CH3OH,1.93,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,C2H5OH,16.53,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,CH3COOH,2.73,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,C3H7OH,6.58,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-24,Cu1O0.5404,CuO,Cu2O,14.95,hollow,0.0,47.5,55.0,72.5,47.5,55.0,72.5,0.0,91.92,8.08,glassy-carbon electrode,KHCO3,0.1,6.8,-0.86,H2,41.57,0.5,H-cell,132.44613479375,1.0,0.0,0.1495,2.8505,35.12417771656046,-0.12341971871500633,11.356862313730888,2.5857644366579886,12.779521109599505,0.7133181295975581
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,CH4,4.36,0.5,H-cell,135.3723610775,1.0,0.0,0.10300000000000001,2.897,36.51883445845602,-0.12353774962466324,14.431032804398928,2.701537821343147,13.278106075877398,0.6923409779316313
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,C2H4,3.49,0.5,H-cell,135.3723610775,1.0,0.0,0.10300000000000001,2.897,36.51883445845602,-0.12353774962466324,14.431032804398928,2.701537821343147,13.278106075877398,0.6923409779316313
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,CO,0.52,0.5,H-cell,135.3723610775,1.0,0.0,0.10300000000000001,2.897,36.51883445845602,-0.12353774962466324,14.431032804398928,2.701537821343147,13.278106075877398,0.6923409779316313
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,HCOOH,1.57,0.5,H-cell,135.3723610775,1.0,0.0,0.10300000000000001,2.897,36.51883445845602,-0.12353774962466324,14.431032804398928,2.701537821343147,13.278106075877398,0.6923409779316313
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,CH3OH,1.22,0.5,H-cell,135.3723610775,1.0,0.0,0.10300000000000001,2.897,36.51883445845602,-0.12353774962466324,14.431032804398928,2.701537821343147,13.278106075877398,0.6923409779316313
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,C2H5OH,12.72,0.5,H-cell,135.3723610775,1.0,0.0,0.10300000000000001,2.897,36.51883445845602,-0.12353774962466324,14.431032804398928,2.701537821343147,13.278106075877398,0.6923409779316313
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,CH3COOH,1.05,0.5,H-cell,135.3723610775,1.0,0.0,0.10300000000000001,2.897,36.51883445845602,-0.12353774962466324,14.431032804398928,2.701537821343147,13.278106075877398,0.6923409779316313
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,C3H7OH,9.41,0.5,H-cell,135.3723610775,1.0,0.0,0.10300000000000001,2.897,36.51883445845602,-0.12353774962466324,14.431032804398928,2.701537821343147,13.278106075877398,0.6923409779316313
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.05,H2,39.74,0.5,H-cell,135.3723610775,1.0,0.0,0.10300000000000001,2.897,36.51883445845602,-0.12353774962466324,14.431032804398928,2.701537821343147,13.278106075877398,0.6923409779316313
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.03,CH4,4.01,0.5,H-cell,135.3723610775,1.0,0.0,0.10300000000000001,2.897,36.51883445845602,-0.12353774962466324,14.431032804398928,2.701537821343147,13.278106075877398,0.6923409779316313
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.03,C2H4,12.37,0.5,H-cell,135.3723610775,1.0,0.0,0.10300000000000001,2.897,36.51883445845602,-0.12353774962466324,14.431032804398928,2.701537821343147,13.278106075877398,0.6923409779316313
https://doi.org/10.1016/j.cej.2023.142052,Cu2O-30,Cu1O0.5245,CuO,Cu2O,10.3,hollow,0.0,37.5,57.5,72.5,37.5,57.5,72.5,0.0,95.1,4.9,glassy-carbon electrode,KHCO3,0.1,6.8,-1.03,CO,1.39,0.5,H-cell,135.3723610775,1.0,0.0,0.10300000000000001,2.897,36.51883445845602,-0.12353774962466324,14.431032804398928,2.701537821343147,13.278106075877398,0.6923409779316313
